Num_pub;Pays pub;Nb pays;Date prior;Date est expi;Date expi;Statut;Classification;Entreprise;Year pub;Year exp;Duree active
EP0322900B1;EP;5;1987-12-28;0000-00-00;2007-12-20;Status Expire;G; Toshiba Corp;1987;2007;20
EP0416253B1;EP;7;1989-08-09;0000-00-00;2009-07-31;Status Expire;E; Inotec Gesellschaft fur Innovative Technik GmbH Inotec GmbH Gesellschaft fur Innovative Technik;1989;2009;20
US4715520A;US;8;1985-10-10;0000-00-00;1985-10-04;Status Expire;A; United States Surgical Corp;1985;1985;0
US4509852A;US;1;1980-06-10;0000-00-00;1993-04-11;Status Expire;G; MERCOTRUST AKTIENGESELLSCHAFT A CORP OF LIECOTENSTEIN;1980;1993;13
US3354129A;US;1;1963-11-27;0000-00-00;1964-04-08;Status Expire;C; Phillips Petroleum Co;1963;1964;1
EP0423839B1;EP;13;1985-11-12;0000-00-00;2006-12-10;Status Expire;C; Chiron Diagnostics Corp;1985;2006;21
US3779993A;US;1;1970-02-27;0000-00-00;1973-05-28;Status Expire;C; Eastman Kodak Co;1970;1973;3
US4784162A;US;2;1986-09-23;0000-00-00;2000-11-15;Status Expire;A; Advanced Medical Technologies GmbH;1986;2000;14
US3520300A;US;1;1967-03-15;0000-00-00;1967-03-23;Status Expire;A; TE Connectivity Corp;1967;1967;0
US5076292A;US;27;1984-09-14;0000-00-00;1999-12-31;Status Expire;A; RJ Reynolds Tobacco Co;1984;1999;15
US4798081A;US;1;1985-11-27;0000-00-00;1987-12-14;Status Expire;G; Dow Chemical Co;1985;1987;2
EP0169081B1;EP;9;1984-04-16;0000-00-00;2005-04-15;Status Expire;E; SII MegaDiamond Inc;1984;2005;21
US4200104A;US;4;1977-11-17;0000-00-00;1978-02-14;Status Expire;G; Valleylab Inc;1977;1978;1
US5086470A;US;49;1987-11-27;0000-00-00;1990-05-02;Status Expire;H; British Telecommunications PLC;1987;1990;3
EP0364222B2;EP;10;1988-10-14;0000-00-00;2009-10-10;Status Expire;G; Compaq Computer Corp;1988;2009;21
EP0469070B1;EP;10;1989-04-17;0000-00-00;2010-04-16;Status Expire;A; Childrens Medical Center Corp Massachusetts Institute of Technology;1989;2010;21
US4820439A;US;8;1984-11-04;0000-00-00;2000-05-03;Status Expire;C; Clariant Produkte Deutschland GmbH;1984;2000;16
US4612083A;US;4;1984-07-20;0000-00-00;1985-07-03;Status Expire;Y; NEC Corp;1984;1985;1
US5197977A;US;1;1984-01-30;0000-00-00;2005-01-01;Status Expire;A; Boston Scientific Scimed Inc;1984;2005;21
US4627436A;US;3;1984-01-03;0000-00-00;1998-12-09;Status Expire;A; CARDIOVACULAR LASER SYSTEMS Inc A CORP OF INDIANA Eli Lilly and Co INNOVENTIONS BIOMEDICAL Inc;1984;1998;14
US5240958A;US;15;1988-11-23;0000-00-00;1994-07-29;Status Expire;A; Vernalis R&D Ltd;1988;1994;6
US4720860A;US;1;1984-11-30;0000-00-00;2009-12-22;Status Expire;G; EMC Corp;1984;2009;25
US6936694B1;US;38;1982-06-05;0000-00-00;2014-09-17;Status Active;G; Horizon Therapeutics PLC Intermune Inc;1982;2014;32
EP0257757B1;EP;12;1986-11-08;0000-00-00;2007-07-11;Status Expire;B; 3M Co;1986;2007;21
US4718418A;US;1;1983-11-17;0000-00-00;2007-04-02;Status Expire;A; AMO Manufacturing USA LLC;1983;2007;24
US6054574A;US;12;1988-05-17;0000-00-00;2012-04-25;Status Expire;C; Mycogen Plant Science Inc;1988;2012;24
US4961422A;US;12;1983-01-21;0000-00-00;1991-08-22;Status Expire;A; Cook Research Inc;1983;1991;8
US5510418A;US;7;1988-11-21;0000-00-00;2013-04-12;Status Expire;A; Angiotech Pharmaceuticals US Inc Collagen Aesthetics Inc;1988;2013;25
US5572653A;US;8;1989-05-16;0000-00-00;2008-11-05;Status Expire;G; ELECTRONIC ADVERTISING SOLUTIONS INNOVATORS Inc D/B/A EASI Inc;1989;2008;19
US4005193A;US;1;1974-07-08;0000-00-00;1986-08-15;Status Expire;A; Stepan Co;1974;1986;12
US5504873A;US;19;1989-01-11;0000-00-00;2008-04-02;Status Expire;G; Raytheon Co;1989;2008;19
EP0238217B1;EP;5;1986-02-28;0000-00-00;2005-02-20;Status Expire;A; Devices for Vascular Intervention Inc;1986;2005;19
US4992704A;US;1;1989-04-17;0000-00-00;1999-02-12;Status Expire;Y; BASIC ELECTRONICS Inc A CORP OF Basic Electronics Inc;1989;1999;10
US5089015A;US;1;1989-11-28;0000-00-00;2004-02-18;Status Expire;A; ROSS DONALD D;1989;2004;15
US4941882A;US;14;1987-03-14;0000-00-00;1988-02-17;Status Expire;A; SMITH AND NEPHEW ASSOCIATED COOMPANIES PLC Smith and Nephew PLC;1987;1988;1
EP0010876B1;EP;5;1978-10-23;0000-00-00;1994-07-01;Status Expire;A; Alza Corp;1978;1994;16
US5674473A;US;8;1988-06-12;0000-00-00;2008-09-04;Status Expire;A; 3M Innovative Properties Co;1988;2008;20
US4140126A;US;3;1977-02-18;0000-00-00;1990-07-02;Status Expire;A; Harrison Medical Technologies Inc;1977;1990;13
EP0323016B1;EP;5;1987-12-31;0000-00-00;2008-11-13;Status Expire;A; United States Surgical Corp;1987;2008;21
US5827834A;US;49;1989-09-21;0000-00-00;1999-10-20;Status Expire;A; PRICEWATERHOUSECOOPERS Inc Jagotec AG;1989;1999;10
EP0205614B1;EP;7;1984-09-11;0000-00-00;1993-07-01;Status Expire;A; Stryker Corp;1984;1993;9
EP0001599B1;EP;7;1977-10-17;0000-00-00;1997-10-31;Status Expire;G; International Business Machines Corp;1977;1997;20
EP0289562B1;EP;11;1986-03-11;0000-00-00;2006-11-30;Status Expire;A; Biocon Oy;1986;2006;20
EP0407122B1;EP;10;1989-06-07;0000-00-00;2005-07-02;Status Expire;A; Repligen Corp;1989;2005;16
EP0383794B1;EP;14;1987-09-23;0000-00-00;2008-09-19;Status Expire;A; Boston Scientific Scimed Inc;1987;2008;21
EP0540507B1;EP;31;1989-03-17;0000-00-00;2010-03-16;Status Expire;A; Baxter International Inc;1989;2010;21
US5288636A;US;10;1989-12-15;0000-00-00;1998-12-11;Status Expire;C; Roche Diagnostics Corp;1989;1998;9
US5173851A;US;2;1984-07-18;0000-00-00;1993-11-08;Status Expire;G; Catalina Marketing International Inc;1984;1993;9
US5100992A;US;5;1989-04-05;0000-00-00;2004-03-31;Status Expire;A; BIOMEDICAL POLYMERS INTERNATIONAL Ltd A Corp OF DELAWARE SyntheMed Inc;1989;2004;15
US4532926A;US;5;1983-06-20;0000-00-00;1983-06-06;Status Expire;A; Ethicon Inc;1983;1983;0
US4981747A;US;1;1988-09-23;0000-00-00;1996-11-30;Status Expire;A; Kimberly Clark Worldwide Inc;1988;1996;8
EP0237795B1;EP;4;1986-02-15;0000-00-00;2007-02-12;Status Expire;A;" CAMBIO RAGIONE SOCIALE;STORZ MEDINVENTIO AG";1986;2007;21
US4898578A;US;1;1988-01-26;0000-00-00;1988-01-20;Status Expire;A; Baxter International Inc Baxter International Inc;1988;1988;0
US4983586A;US;12;1987-12-30;0000-00-00;1989-01-18;Status Expire;B; University of Florida;1987;1989;2
US5178682A;US;1;1988-06-21;0000-00-00;2001-01-12;Status Expire;H; Mitsubishi Electric Corp;1988;2001;13
US5155941A;US;1;1989-09-18;0000-00-00;1990-09-03;Status Expire;G; Olympus Corp;1989;1990;1
US5235680A;US;2;1987-07-31;0000-00-00;2005-08-10;Status Expire;G; Vista DMS Inc;1987;2005;18
US4391909A;US;1;1979-03-28;0000-00-00;1992-05-14;Status Expire;A; Repligen Corp Abbott Biotech Inc;1979;1992;13
US4443218A;US;1;1982-09-09;0000-00-00;2008-10-09;Status Expire;A; InSet Technologies Inc;1982;2008;26
EP0174843B1;EP;9;1984-11-09;0000-00-00;2005-09-11;Status Expire;A; University College London;1984;2005;21
US5804212A;US;2;1989-04-11;0000-00-00;2006-09-08;Status Expire;A; West Pharmaceutical Services Drug Delivery and Clinical Research Center Ltd;1989;2006;17
US5510628A;US;3;1987-06-03;0000-00-00;2004-04-23;Status Expire;Y; Geo Centers Inc;1987;2004;17
US5552538A;US;13;1984-10-16;0000-00-00;2008-09-03;Status Expire;C; Chiron Diagnostics Corp;1984;2008;24
US5578485A;US;11;1986-04-18;0000-00-00;2004-11-26;Status Expire;A; SMITH & NEPHEW WOUND MANAGEMENT (LA JOLLA);1986;2004;18
US5547839A;US;10;1989-07-06;0000-00-00;2015-10-28;Status Expire;G; Affymetrix Inc;1989;2015;26
US4397314A;US;1;1981-03-08;0000-00-00;1995-03-31;Status Expire;A; CENTRAL BANK & TRUST COMPANY A KY BANKING CORP NationsBank of Texas NA;1981;1995;14
US5795225A;US;8;1988-04-18;0000-00-00;2010-08-18;Status Expire;G; International Game Technology Progressive Gaming International Corp Progressive Games Inc;1988;2010;22
US5283187A;US;3;1987-11-17;0000-00-00;1999-12-29;Status Expire;A; BROWN UNIVERSITY RESEARCH FOUNDATION A CORP OF RI NEUROTECH SA Brown University Research Foundation Inc;1987;1999;12
US3837555A;US;1;1970-12-14;0000-00-00;1975-12-21;Status Expire;A; United States Surgical Corp SURGICAL CORP;1970;1975;5
USRE37328E1;US;16;1987-06-29;0000-00-00;1999-02-04;Status Expire;C; PPG Industries Ohio Inc;1987;1999;12
US4774664A;US;2;1985-01-07;0000-00-00;2000-09-27;Status Expire;G; 1981 HELICOPTERS Ltd ADVANCED LEASING SERVICES NUMBER 3 Inc AIA Inc OF PENNSYLVANIA ALLENTOWN GENERAL Corp AMC PROPERTIES Corp CHRYSLER FINANCIAL Corp SEE FRAME 0541 THRU 0546 FOR REMAINING 113 RECEIVING PARTIES Chrysler First Financial Services Corp;1985;2000;15
EP0121007B1;EP;4;1983-03-23;0000-00-00;1996-07-31;Status Expire;G; Koninklijke Philips NV;1983;1996;13
US4816989A;US;10;1987-04-15;0000-00-00;1987-06-06;Status Expire;G; Allied Corp Honeywell International Inc;1987;1987;0
USRE35276E;US;9;1989-01-13;0000-00-00;2002-06-28;Status Expire;A; Zimmer Technology Inc;1989;2002;13
US5126170A;US;10;1989-06-23;0000-00-00;2000-03-16;Status Expire;C; Bayer Corp;1989;2000;11
US5809519A;US;11;1989-05-15;0000-00-00;2008-06-10;Status Expire;G; Maxim Integrated Products Inc;1989;2008;19
US4846815A;US;12;1987-01-26;0000-00-00;1987-12-16;Status Expire;A; Procter and Gamble Co;1987;1987;0
US4225410A;US;4;1978-04-12;0000-00-00;1987-12-31;Status Expire;G; Bayer Corp;1978;1987;9
US4936848A;US;1;1989-09-22;0000-00-00;2004-04-29;Status Expire;A; Zimmer Spine Inc;1989;2004;15
US4610250A;US;4;1985-08-10;0000-00-00;1985-10-04;Status Expire;A; United States Surgical Corp;1985;1985;0
US5084061A;US;1;1987-09-25;0000-00-00;2006-12-12;Status Expire;A; APPALOOSA MANAGEMENT LP Allergan Inc;1987;2006;19
US5397339A;US;3;1986-11-14;0000-00-00;2008-01-29;Status Expire;A; Catheffects Inc;1986;2008;22
EP0422785B1;EP;5;1989-10-10;0000-00-00;2010-09-19;Status Expire;H; Whitaker LLC;1989;2010;21
US4713808A;US;2;1985-11-27;0000-00-00;2008-02-01;Status Expire;G; Protocol IP com LLC;1985;2008;23
US4313734A;US;19;1978-07-13;0000-00-00;1979-06-25;Status Expire;G; Akzona Inc;1978;1979;1
US5204670A;US;1;1988-08-29;0000-00-00;2011-02-10;Status Expire;G; B I Inc;1988;2011;23
USRE35754E;US;37;1977-02-04;0000-00-00;2001-07-04;Status Expire;A; Sanofi Aventis Deutschland GmbH;1977;2001;24
US5148802A;US;12;1989-09-22;0000-00-00;2002-06-27;Status Expire;A; RIC Investments LLC;1989;2002;13
US5184114A;US;1;1982-04-11;0000-00-00;2001-02-02;Status Expire;G; General Electric Co Integrated Systems Engr Inc;1982;2001;19
US4862891A;US;4;1988-03-14;0000-00-00;1993-09-05;Status Expire;A; FARRELL EDWARD M;1988;1993;5
EP0195098B1;EP;4;1983-10-01;0000-00-00;2005-03-19;Status Expire;G; AVEDAS INCORPORATED;1983;2005;22
US4917102A;US;3;1988-09-14;0000-00-00;1989-09-19;Status Expire;A; Abbott Cardiovascular Systems Inc;1988;1989;1
US4695954A;US;2;1984-10-31;0000-00-00;2002-06-26;Status Expire;G; Medical Tech Systems Inc;1984;2002;18
US4739879A;US;13;1979-03-12;0000-00-00;1991-04-16;Status Expire;B; KENNAK USA Inc A CORP OF NY;1979;1991;12
EP0203774B1;EP;4;1985-05-24;0000-00-00;2004-01-30;Status Expire;G; Xerox Corp;1985;2004;19
US4128880A;US;2;1976-06-30;0000-00-00;2005-05-31;Status Expire;G; Cray Inc;1976;2005;29
US3856513A;US;12;1972-12-26;0000-00-00;1986-10-23;Status Expire;B; Allied Corp;1972;1986;14
US5410598A;US;2;1986-10-14;0000-00-00;2002-07-29;Status Expire;G; Electronic Publishing Resources Inc;1986;2002;16
EP0259945B1;EP;7;1986-09-09;0000-00-00;2005-05-12;Status Expire;A; CR Bard Inc;1986;2005;19
US4751180A;US;1;1985-03-28;0000-00-00;1988-08-02;Status Expire;C; Novartis Vaccines and Diagnostics Inc;1985;1988;3
US5085629A;US;5;1988-06-10;0000-00-00;2005-08-04;Status Expire;A; Cabot Technology Corp;1988;2005;17
US4641349A;US;10;1985-02-20;0000-00-00;2006-10-19;Status Expire;G; Iridian Technologies Inc;1985;2006;21
US4841977A;US;10;1987-05-26;0000-00-00;1997-12-15;Status Expire;G; Boston Scientific Scimed Inc;1987;1997;10
EP0281857B1;EP;3;1987-07-03;0000-00-00;2007-02-25;Status Expire;A; HB Fuller Licensing and Financing Inc;1987;2007;20
US4938753A;US;1;1987-12-16;0000-00-00;1996-11-30;Status Expire;A; Kimberly Clark Worldwide Inc;1987;1996;9
US4890608A;US;4;1985-06-20;0000-00-00;1988-03-18;Status Expire;A; ER Squibb and Sons LLC;1985;1988;3
US4573622A;US;8;1984-10-19;0000-00-00;1984-10-18;Status Expire;A; United States Surgical Corp;1984;1984;0
US5084044A;US;1;1989-07-14;0000-00-00;2013-04-19;Status Expire;A; Gyrus ACMI Inc Ciron Corp ACMI Corp;1989;2013;24
US4613990A;US;7;1984-06-25;0000-00-00;2006-11-30;Status Expire;H; AT&T Corp Nokia of America Corp;1984;2006;22
EP0125995B1;EP;10;1983-12-05;0000-00-00;2004-05-10;Status Expire;G; AMAG Pharmaceuticals Inc;1983;2004;21
EP0320308B1;EP;9;1987-11-12;0000-00-00;2004-12-31;Status Expire;C; Abbott Laboratories;1987;2004;17
US4640271A;US;1;1985-07-11;0000-00-00;2002-06-28;Status Expire;A; Zimmer Technology Inc;1985;2002;17
US5163421A;US;1;1988-01-22;0000-00-00;2000-11-06;Status Expire;A; Vascular Solutions LLC;1988;2000;12
US5365598A;US;11;1986-07-25;0000-00-00;2000-07-17;Status Expire;G; Samsung Electronics Co Ltd;1986;2000;14
US4937863A;US;5;1988-07-03;0000-00-00;2002-10-01;Status Expire;G; Hewlett Packard Development Co LP;1988;2002;14
US4490728A;US;1;1981-08-14;0000-00-00;1998-05-20;Status Expire;B; HP Inc;1981;1998;17
EP0334704B1;EP;11;1988-03-14;0000-00-00;2006-10-03;Status Expire;Y; Equipements et Composants pour l Industrie Automobile ECIA SA;1988;2006;18
US4674041A;US;5;1983-09-15;0000-00-00;1997-12-02;Status Expire;G; ELECTRONIC ADVERTISING NETWORK Inc Catalina Marketing International Inc;1983;1997;14
US4610665A;US;8;1983-01-18;0000-00-00;1983-12-26;Status Expire;A; Terumo Corp;1983;1983;0
US4833937A;US;4;1985-04-22;0000-00-00;1986-04-03;Status Expire;B; Shimano Inc;1985;1986;1
US4930503A;US;1;1987-11-06;0000-00-00;2002-06-05;Status Expire;A; J CRAYTON PRUITT;1987;2002;15
EP0321809B1;EP;8;1987-12-21;0000-00-00;2008-12-09;Status Expire;F; General Electric Switzerland GmbH;1987;2008;21
EP0220009B1;EP;9;1985-07-10;0000-00-00;2006-10-06;Status Expire;C; EI Du Pont de Nemours and Co;1985;2006;21
US4807016A;US;1;1985-07-15;0000-00-00;1987-11-20;Status Expire;C; Texas Instruments Inc;1985;1987;2
US4808161A;US;21;1986-04-03;0000-00-00;1990-04-02;Status Expire;G; Deka Products LP;1986;1990;4
US5588111A;US;20;1988-09-12;0000-00-00;2002-10-01;Status Expire;G; Hewlett Packard Development Co LP;1988;2002;14
US5118605A;US;7;1984-10-16;0000-00-00;1999-01-22;Status Expire;C; Chiron Diagnostics Corp;1984;1999;15
US5508731A;US;4;1986-10-03;0000-00-00;2009-12-21;Status Expire;G; QUEST NETTECH Corp Response Reward Systems LC;1986;2009;23
US4277728A;US;4;1978-08-05;0000-00-00;2001-10-02;Status Expire;Y; LUMINOPTICS STEVENS A OF CALIF LP PHOENIX LIGHTING LLC;1978;2001;23
US5136697A;US;7;1989-06-06;0000-00-00;2009-06-30;Status Expire;G; GlobalFoundries Inc;1989;2009;20
US5896530A;US;27;1989-09-28;0000-00-00;2003-11-20;Status Expire;G; Computer Associates Think Inc;1989;2003;14
EP0086048B1;EP;16;1982-04-02;0000-00-00;2002-01-31;Status Expire;A; Boston Scientific Corp Northwest Technology Center Inc;1982;2002;20
US5441868A;US;29;1983-12-13;0000-00-00;1997-04-09;Status Expire;A; Amgen Inc;1983;1997;14
US5466410A;US;4;1987-02-10;0000-00-00;2009-05-14;Status Expire;D; Shaw Industries Group Inc;1987;2009;22
US5669936A;US;2;1983-09-12;0000-00-00;2012-12-27;Status Expire;A; Lifeport Sciences LLC;1983;2012;29
US3651014A;US;2;1969-07-18;0000-00-00;1969-08-23;Status Expire;B; EI Du Pont de Nemours and Co;1969;1969;0
US4559951A;US;1;1982-11-29;0000-00-00;1982-11-23;Status Expire;A; Cardiac Pacemakers Inc;1982;1982;0
EP0337899B1;EP;29;1988-03-23;0000-00-00;2005-03-31;Status Expire;C; Bayer CropScience SA;1988;2005;17
US4569839A;US;29;1981-02-27;0000-00-00;1998-02-11;Status Expire;A; LOreal SA;1981;1998;17
US4860185A;US;2;1987-08-21;0000-00-00;1987-07-23;Status Expire;G; ELECTRONIC RES GROUP Inc;1987;1987;0
US5067162A;US;5;1986-06-30;0000-00-00;2011-07-25;Status Expire;G; Idemia Identity and Security USA LLC;1986;2011;25
US5047044A;US;11;1988-12-10;0000-00-00;1999-09-10;Status Expire;G; THORNE SMITH ASTILL TECHNOLOGIES Inc A CORP OF UTAH Thorne Smith Astill Technologies Inc;1988;1999;11
US5408655A;US;3;1989-02-27;0000-00-00;2007-01-09;Status Expire;G; Apple Inc;1989;2007;18
US4712555A;US;2;1984-10-19;0000-00-00;1994-09-24;Status Expire;A; Pacesetter AB Siemens Elema AB Pacesetter Systems Inc;1984;1994;10
US4856078A;US;1;1988-03-23;0000-00-00;1993-08-08;Status Expire;Y; Zenith Electronics LLC;1988;1993;5
US5267155A;US;6;1989-10-16;0000-00-00;2009-07-14;Status Expire;G; I-THINK LLC;1989;2009;20
EP0350302B1;EP;5;1988-07-07;0000-00-00;2005-07-06;Status Expire;A; Medtronic Inc;1988;2005;17
US4908761A;US;1;1988-09-16;0000-00-00;2002-12-16;Status Expire;G; GFG Corp;1988;2002;14
US5599923A;US;15;1989-06-03;0000-00-00;2015-05-26;Status Expire;A; Pharmacyclics LLC University of Texas System;1989;2015;26
US5318570A;US;2;1989-01-31;0000-00-00;2015-06-24;Status Expire;A; Biomet Manufacturing LLC;1989;2015;26
US4055175A;US;9;1976-07-05;0000-00-00;1977-02-27;Status Expire;A; Bayer Corp;1976;1977;1
US5559312A;US;10;1989-12-19;0000-00-00;1995-05-12;Status Expire;G; Scotch Twist Inc;1989;1995;6
US5337320A;US;4;1989-06-12;0000-00-00;2005-06-13;Status Expire;G; NEXTIRAONE LLC;1989;2005;16
US4929866A;US;2;1987-11-17;0000-00-00;1998-06-03;Status Expire;G; Mitsubishi Cable Industries Ltd;1987;1998;11
EP0490979B1;EP;6;1989-08-09;0000-00-00;2010-09-07;Status Expire;A; Boston Scientific Corp;1989;2010;21
US5331107A;US;1;1984-06-03;0000-00-00;1990-05-16;Status Expire;A; MGI Pharma Inc;1984;1990;6
US5098360A;US;4;1988-12-26;0000-00-00;1989-11-20;Status Expire;F; GKN Driveline Torque Technology KK;1988;1989;1
US5962223A;US;3;1984-12-13;0000-00-00;2011-10-05;Status Expire;C; Applied Biosystems LLC;1984;2011;27
US4865774A;US;4;1987-07-29;0000-00-00;1993-09-12;Status Expire;C; Henkel AG and Co KGaA;1987;1993;6
US5319453A;US;3;1989-06-22;0000-00-00;2002-06-07;Status Expire;H; AIRTRAX A CORP OF Airtrax;1989;2002;13
US5430644A;US;5;1989-01-05;0000-00-00;2013-10-11;Status Expire;G; Catalina Marketing Corp;1989;2013;24
US3651811A;US;1;1969-10-10;0000-00-00;1969-12-31;Status Expire;A; Aesculap Werke AG;1969;1969;0
US5002550A;US;1;1989-06-06;0000-00-00;1990-02-06;Status Expire;A; Mitek Surgical Products Inc;1989;1990;1
US5045107A;US;33;1982-02-17;0000-00-00;1999-09-03;Status Expire;A; Novartis Corp;1982;1999;17
US5052558A;US;1;1987-12-23;0000-00-00;2007-04-02;Status Expire;B; Allergan Inc Johnson and Johnson Surgical Vision Inc;1987;2007;20
US4959700A;US;11;1984-05-18;0000-00-00;1988-02-29;Status Expire;Y; Semiconductor Energy Laboratory Co Ltd;1984;1988;4
US5290306A;US;2;1989-11-29;0000-00-00;1989-11-09;Status Expire;A; Cordis Corp;1989;1989;0
US4436674A;US;1;1981-07-30;0000-00-00;2017-02-14;Status Expire;B; JC SCHUMACHER COMPANY A CORP OF Security Pacific National Bank Versum Materials US LLC;1981;2017;36
US4764378A;US;8;1986-10-02;0000-00-00;1995-06-26;Status Expire;A; ZETACHRON Inc A CORP OF PA Actavis Laboratories UT Inc;1986;1995;9
EP0356050B1;EP;7;1988-08-15;0000-00-00;2004-08-05;Status Expire;A; Bausch and Lomb Inc;1988;2004;16
US3910281A;US;1;1973-09-10;0000-00-00;1973-12-04;Status Expire;A; Bio Medicus Inc;1973;1973;0
US5414425A;US;4;1989-01-13;0000-00-00;2003-05-09;Status Expire;G; HI/FN Inc;1989;2003;14
US5057932A;US;9;1988-12-27;0000-00-00;2000-06-02;Status Expire;G; Burst com Inc Explore Tech Inc;1988;2000;12
EP0432763B1;EP;11;1989-12-15;0000-00-00;2008-12-31;Status Expire;B; Kimberly Clark Worldwide Inc;1989;2008;19
US4733521A;US;1;1986-05-20;0000-00-00;1986-05-07;Status Expire;B; Highland Supply Corp;1986;1986;0
US4740461A;US;1;1983-12-27;0000-00-00;2002-01-01;Status Expire;C; Genetics Institute LLC;1983;2002;19
US4883750A;US;4;1984-12-13;0000-00-00;2008-11-21;Status Expire;C; Applied Biosystems LLC;1984;2008;24
US4775585A;US;8;1983-01-21;0000-00-00;1999-03-18;Status Expire;A; KANEBO Ltd A CORP OF JAPAN KANEBO Ltd /KANTO CHEMICAL CO Kanebo Gohsen Ltd;1983;1999;16
US5578543A;US;5;1984-06-12;0000-00-00;2013-08-20;Status Expire;D; Hyperion Catalysis International Inc;1984;2013;29
EP0339340B1;EP;8;1988-04-22;0000-00-00;2009-04-07;Status Expire;Y; Bayer AG;1988;2009;21
US6705315B2;US;4;1987-06-26;0000-00-00;2012-03-16;Status Expire;A; Resmed Pty Ltd;1987;2012;25
EP0183828B1;EP;7;1984-06-14;0000-00-00;2005-06-11;Status Expire;H; Altera Corp;1984;2005;21
US5098426A;US;8;1989-06-02;0000-00-00;2009-02-25;Status Expire;A; FRANK ALAN M 748 WIMBLETON LANE LIVERMORE CA 94550 SCHIFFER STEVEN 3060 BUCHANAN ST SAN FRANCISCO CA 94123 SKLAR H ALFRED 3155 OCTAVIA ST SAN FRANCISCO CA 94123 AMO Manufacturing USA LLC;1989;2009;20
US4716111A;US;1;1982-11-08;0000-00-00;1999-12-29;Status Expire;C; CELLOR THERAPIES Inc Cellcor Inc;1982;1999;17
US4887596A;US;6;1988-02-03;0000-00-00;1988-02-25;Status Expire;A; Synthes USA LLC;1988;1988;0
US4408692A;US;1;1982-12-04;0000-00-00;1995-01-02;Status Expire;A; KENDALL Co A CORP OF Kendall Co;1982;1995;13
EP0438841B1;EP;3;1987-11-25;0000-00-00;2010-01-23;Status Expire;G; Veritec Inc;1987;2010;23
US6283993B1;US;7;1989-07-31;0000-00-00;2000-06-09;Status Expire;A; Edwards Lifesciences Corp;1989;2000;11
US3503396A;US;1;1967-09-21;0000-00-00;1988-05-18;Status Expire;A; Baxter International Inc;1967;1988;21
EP0737749B1;EP;31;1988-04-28;0000-00-00;2008-08-15;Status Expire;C; Bayer BioScience NV;1988;2008;20
US4957732A;US;9;1988-12-29;0000-00-00;1990-07-02;Status Expire;A; LOreal SA;1988;1990;2
US4600037A;US;1;1984-03-19;0000-00-00;1998-07-15;Status Expire;E; Baker Hughes Inc Texas Eastern Drilling Systems Inc;1984;1998;14
US4440597A;US;2;1982-03-15;0000-00-00;1982-03-12;Status Expire;D; Procter and Gamble Co;1982;1982;0
US5759829A;US;2;1986-03-28;0000-00-00;2010-06-02;Status Expire;C; Calgene LLC;1986;2010;24
US5019400A;US;10;1989-01-05;0000-00-00;1993-02-12;Status Expire;A; Alkermes Controlled Therapeutics Inc;1989;1993;4
US3671979A;US;1;1969-09-23;0000-00-00;1969-12-30;Status Expire;A; University of Utah Research Foundation UURF University of Utah;1969;1969;0
US4842591A;US;1;1988-01-21;0000-00-00;1997-10-30;Status Expire;A; Luther Medical Products Inc;1988;1997;9
EP0004645B2;EP;18;1978-03-31;0000-00-00;1994-10-10;Status Expire;C; Union Carbide Corp;1978;1994;16
US4630201A;US;5;1984-02-14;0000-00-00;1998-12-16;Status Expire;G; INTERNATIONAL SECURITY NOTE AND COMPUTER Corp 33 AVENIDA FEDERICO BOYD APARTADO 951 PANAMA CITY PANAMA INTERNATIONAL SECURITY NOTE AND COMPUTER CORP;1984;1998;14
US4644532A;US;4;1985-10-06;0000-00-00;1985-06-06;Status Expire;H; International Business Machines Corp;1985;1985;0
US4529480A;US;6;1983-08-23;0000-00-00;1983-08-23;Status Expire;D; Procter and Gamble Co;1983;1983;0
US4992478A;US;13;1988-04-04;0000-00-00;2006-12-20;Status Expire;A; Johnson and Johnson Consumer Companies LLC;1988;2006;18
US5258506A;US;1;1984-10-16;0000-00-00;1999-01-22;Status Expire;C; Chiron Diagnostics Corp;1984;1999;15
US5036473A;US;16;1988-05-10;0000-00-00;1993-06-21;Status Expire;G; Quickturn Design Systems Inc;1988;1993;5
US5759652A;US;53;1984-05-22;0000-00-00;2006-06-02;Status Expire;G; Southpac Trust International Inc, Highland;1984;2006;22
US5624842A;US;50;1984-03-12;0000-00-00;2005-04-01;Status Expire;A; Astellas Pharma Inc;1984;2005;21
US4892538A;US;13;1987-11-17;0000-00-00;1999-12-29;Status Expire;A; BROWN UNIVERSITY RESEARCH FOUNDATION BROWN UNIVERSITY PROVIDENCE RI A CORP OF RHODE ISLAND NEUROTECH SA Brown University Research Foundation Inc;1987;1999;12
EP0219012B1;EP;12;1985-10-15;0000-00-00;2006-10-03;Status Expire;G; GAO Gesellschaft fuer Automation und Organisation mbH;1985;2006;21
US3687849A;US;4;1968-06-18;0000-00-00;1971-07-08;Status Expire;C; Lubrizol Corp;1968;1971;3
US5109482A;US;1;1989-11-01;0000-00-00;2010-12-21;Status Expire;G; Alcoa Fujikura Ltd;1989;2010;21
US4737794A;US;1;1985-09-12;0000-00-00;2002-09-27;Status Expire;G; CHITTENDEN BANK Rockwell Collins ElectroMechanical Systems Inc;1985;2002;17
US5843156A;US;11;1988-08-24;0000-00-00;2001-04-25;Status Expire;A; Genzyme Corp Endoluminal Therapeutics Inc;1988;2001;13
